VALLE ANDINO RESERVA Carmenere - Colchagua Valley,"Valle Andino Reserva, Carmenere",12x75,2009,£4.53,£7.00,£84.00,5,,VALL001,,54.53%,,,,,
Merlot - Maule Valley,"Valle Andino Reserva, Merlot",12x75,2009,£6.19,£7.00,£84.00,0,,VALL002,Out of Stock Only cellar left,13.09%,,,,,
Sauvignon Blanc - Maule Valley,"Valle Andino Reserva, Sauvignon Blanc",12x75,2009,£6.34,£7.00,£84.00,0,,VALL007,Out of Stock Only cellar left,10.41%,,,,,
VALLE ANDINO RESERVA Syrah - Colchagua Valley,"Valle Andino Reserva, Syrah",12x75,2011,£4.67,£7.00,£84.00,25,,VALL004,,49.89%,,,,,
Unico (3 x 75cl),"Vega Sicilia, Unico",3x75,2004,£150.00,£250.00,£750.00,,3,VEGA001,Bought on LX for Bath,66.67%,,,,,
CHÂTEAU VERNE MAZIÈRE Fleurie 'La Madone',"Verne Maziere, Fleurie Madone",12x75,2013,£7.13,£10.00,£120.00,25,,VERN001,needs attention,40.25%,,,,,
    CHÂTEAU VERNE MAZIÈRE Fleurie 'La Madone'  Half Bottles (24 x 37.5cl),"Verne Maziere, Fleurie Madone",24x37.5,2010,£4.68,£6.25,£150.00,0,,VERN002,needs attention,33.55%,,,,,
LES VIGNES DE TRACEY Pouilly Fumé ,"Vignes Tracey, Pouilly Fume",12x75,2014,£6.52,£11.75,£141.00,10,,TRAC001,reordered on 23/03/2020 / new cost price,80.21%,,,,,
  LES VIGNES DE TRACEY   Half Bottles (24 x 35.5cl),"Vignes Tracey, Pouilly Fume",24x37.5,2014,£3.62,£6.75,£162.00,4,,TRAC002,reordered on 23/03/2021 / new cost price,86.46%,,,,,
CHÂTEAU VIGNOL - AOC BORDEAUX ,Vignol,12x75,2009,£5.30,£7.75,£93.00,43,,VIGN001,,46.23%,,,,,
DOMAINE DE LA VILLAUDIERE Sancerre Blanc ,"Villaudiere, Sancerre",12x75,2012,£8.06,£11.75,£141.00,18,,VILL001,dropping this line - Bin-End,45.78%,,,,,
DOMAINE VINCENT BOUZEREAU Meursault,"Vincent Bouzereau, Meursault",12x75,2012,£14.89,£27.50,£330.00,16,,BOUZ001,reordered on 23/03/2015 / new cost price,84.69%,,,,,
 VINCENT PRUNIER Puligny Montrachet 1er Cru 'Garennes',"Vincent Prunier, Puligny Montrachet Garennes",12x75,2009,£18.71,£27.00,£249.00,19,,PRUN002,needs to be reordered,44.31%,,,,,
VINCENT PRUNIER St Aubin 1er Cru 'Frionnes',"Vincent Prunier, Saint Aubin Frionnes",12x75,2010,£12.73,£18.25,£219.00,0,,PRUN001,needs to be reordered,43.36%,,,,,
Terra di Confine,"Vitalonga, Terra Di Confine",12x75,2004,£7.46,£12.25,£147.00,7,,VITA001,,64.21%,,,,,
Château D’Yquem,Yquem,12x75,1995,£105.21,£260.00,"£3,120.00",0,5,QUEM001,,147.12%,,,,,
 Château D’Yquem     Half Bottles (12 x 37.5cl),Yquem,12x37.5,1995,£65.00,£145.00,"£1,740.00",0,5,QUEM002,,123.08%,,,,,
