Stock Location,Cellar,Retail,SKU,L-WIN,Wine Searcher,Country,Region,Sub Region,Colour,Type,Alc%,Classification,Bottles/Case,Box Type,Wine Name,Vintage,Single size,"Bottle price landed, DP excellar",Shop Price + VAT,Shop Price ex VAT,Actual Margin,Note
,FALSE,FALSE,,,,,,,,,,,,,Pouget,2000,0.75,19.5, £	62.00 ,49.6,154%,
C5,TRUE,FALSE,,,,,,,,,,,12,,Poujeaux,2005,0.75,20, £	50.90 ,40.72,104%,
A1,TRUE,FALSE,,,,France,Provence,,Rose,,,,,,"Quatre Tours, Provence Rose",2013,0.75,3.735, £	9.95 ,7.96,113%,
A2,TRUE,FALSE,,,,France,,,Rose,,,,,,"Quatre Tours, Provence Rose",2013,1.50,7.43166666666667, £	24.50 ,19.6,164%,
,FALSE,FALSE,,,,,,,,,,,,,"Ransom, Dark Summit ",2005,0.75,12.4875, £	26.20 ,20.96,68%,
,FALSE,FALSE,,,,,,,,,,,,,"Ransom, K Syrah",2007,0.75,12.7, £	26.20 ,20.96,65%,
A4,TRUE,FALSE,,,,France,,,White,,,,,,"Richard, Condrieu Amaraze",2010,0.75,15.1816666666667, £	29.85 ,23.88,57%,
,FALSE,FALSE,,,,,,,,,,,,,Rieussec,2005,0.375,13, £	55.30 ,44.24,240%,8 bottles only
,FALSE,FALSE,,,,,,,,,,,,,Rieussec,1995,0.75,20.21, £	55.30 ,44.24,119%,
,FALSE,FALSE,,,,,,,,,,,,,Rieussec,1996,0.75,23.75, £	55.30 ,44.24,86%,
,FALSE,FALSE,,,,,,,,,,,,,Rieussec,1999,0.75,20.21, £	58.20 ,46.56,130%,
,FALSE,FALSE,,,,,,,,,,,,,Rieussec,2002,0.75,19.5, £	61.10 ,48.88,151%,
,FALSE,FALSE,,,,,,,,,,,,,"Robert Michel, Cornas Geynale",2001,0.75,14.93, £	36.50 ,29.2,96%,
A7,TRUE,FALSE,,,,France,,,White,Sparkling,,,,,"Ruinart, Blanc De Blancs Vv",NV,0.375,15, £	29.90 ,23.92,59%,
A7,TRUE,FALSE,,,,France,,,White,Sparkling,,,,,"Ruinart, Blanc De Blancs Vv",NV,1.5,58.08, £	119.70 ,95.76,65%,
,FALSE,FALSE,,,,,,,,,,,,,"Ruinart, Blanc De Blancs Vv",NV,0.75,27.98, £	58.00 ,46.4,66%,check with Simon why rose cheaper
A7,TRUE,FALSE,,,,France,,,Rose,Sparkling,,,,,"Ruinart, Rose",NV,1.5,62.5, £	119.70 ,95.76,53%,
,FALSE,FALSE,,,,,,,,,,,,,"Ruinart, Rose",NV,0.375,19.56, £	29.90 ,23.92,22%,check with Simon
,FALSE,FALSE,,,,,,,,,,,,,"Ruinart, Rose",NV,0.75,30, £	57.75 ,46.2,54%,check with Simon why rose cheaper
A2,TRUE,FALSE,,,,France,Bordeaux,Saint Emilion,Red,,,,,,Saint Georges,2011,0.375,6.96666666666667, £	16.65 ,13.32,91%,
B9,TRUE,FALSE,,,,,,,,,,,12,,Saint Georges,2010,0.75,13.8416666666667, £	26.00 ,20.8,50%,
,FALSE,FALSE,,,,,,,,,,,,,Saint Georges,2011,0.75,12.925, £	26.00 ,20.8,61%,
,FALSE,FALSE,,,,,,,,,,,,,Saint Georges,2011,1.50,25.3, £	65.55 ,52.44,107%,
,FALSE,FALSE,,,,,,,,,,,,,"Saint Peyre, Picpoul de Pinet",2012,0.75,5.12, £	9.15 ,7.32,43%,
B9,TRUE,FALSE,,,,,,,,,,,12,,"Serio and Borgogno, Barbaresco",2008,0.75,11.68, £	23.90 ,19.12,64%,
,FALSE,FALSE,,,,,,,,,,,,,"Serio and Borgogno, Barbera D'Alba Superiore",2009,0.75,7.24833333333333, £	14.55 ,11.64,61%,
,FALSE,FALSE,,,,,,,,,,,,,"Serio and Borgogno, Barolo Cannubi",2003,0.75,14.77, £	33.75 ,27,83%,
,FALSE,FALSE,,,,,,,,,,,,,"Serio and Borgogno, Barolo Cannubi",2007,0.75,12.5375, £	33.75 ,27,115%,
B9,TRUE,FALSE,,,,,,,,,,,,,"Serio and Borgogno, Barolo Cannubi",2005,0.75,,,0,,Unlisted
,FALSE,FALSE,,,,,,,,,,,,,"Serio and Borgogno, Barolo Cannubi",2007,1.5,25, £	74.25 ,59.4,138%,
,FALSE,FALSE,,,,,,,,,,,,,"Serio and Borgogno, Barolo Riserva",2005,0.75,14.5641666666667, £	25.55 ,20.44,40%,
A3,TRUE,FALSE,,,,Italy,Barolo,,,,,,,,"Serio and Borgogno, Gavi",2013,0.75,7.69083333333333, £	14.55 ,11.64,51%,
,FALSE,FALSE,,,,,,,,,,,,,"Sheep Dip, Whisky",1999,0.7,10, £	57.50 ,46,360%,
,FALSE,FALSE,,,,,,,,,,,,,"Sheep Dip, Whisky",NV,0.7,10, £	38.20 ,30.56,206%,
,FALSE,FALSE,,,,,,,,,,,,,"SloeMotion, Sloe Gin ",NV,0.5,7, £	18.90 ,15.12,116%,
C8,TRUE,FALSE,,,,,,,,,,Grand Cru Classe De Graves,12,,Smith Haut Lafitte,2001,0.75,43.2, £	145.55 ,116.44,170%,
,FALSE,FALSE,,,,,,,,,,,,,Smith Haut Lafitte,2008,0.75,34.1666666666667,POA,NA,,
C3,TRUE,FALSE,,,,,,,,,,,,,Sociando Mallet,2000,0.75,32.25, £	80.00 ,64,98%,
C4,TRUE,FALSE,,,,,,,,,,,24,,Sociando Mallet,2000,0.375,20, £	43.65 ,34.92,75%,
C5,TRUE,FALSE,,,,,,,,,,,12,,Sociando Mallet,2005,0.75,25.17, £	72.75 ,58.2,131%,
,FALSE,FALSE,,,,,,,,,,,,,Sociando Mallet,2006,0.75,18.08, £	65.50 ,52.4,190%,
,FALSE,FALSE,,,,,,,,,,,,,Sociando Mallet,2009,0.75,18.2291666666667,POA,NA,,
,FALSE,FALSE,,,,,,,,,,,,,"Stony, Muscat",2008,0.375,5.54, £	9.85 ,7.88,42%,
,FALSE,FALSE,,,,,,,,,,,,,"Stracquadaini, Don Sari",2007,0.75,8.5075, £	17.90 ,14.32,68%,
,FALSE,FALSE,,,,,,,,,,,,,Suduiraut,1995,0.75,21.98, £	54.55 ,43.64,99%,
,FALSE,FALSE,,,,,,,,,,,,,Suduiraut,1996,0.75,21.98, £	58.20 ,46.56,112%,
C1,TRUE,FALSE,,,,,,,,,,,12,,Talbot,1975,0.75,,,,,
,FALSE,FALSE,,,,,,,,,,,,,Talbot,2005,0.375,17.19, £	50.95 ,40.76,137%,
,FALSE,FALSE,,,,,,,,,,,,,Talbot,2009,0.375,14.6041666666667,POA,NA,,
,FALSE,FALSE,,,,,,,,,,,,,Talbot,2003,0.75,35.08, £	78.40 ,62.72,79%,
,FALSE,FALSE,,,,,,,,,,,,,Talbot,2005,0.75,34.38, £	94.55 ,75.64,120%,
,FALSE,FALSE,,,,,,,,,,,,,Talbot,2006,0.75,27.7916666666667, £	80.05 ,64.04,130%,
,FALSE,FALSE,,,,,,,,,,,,,Talbot,2010,0.75,30.625,POA,NA,,
,FALSE,FALSE,,,,,,,,,,,,,Taylor,1985,0.75,25, £	84.55 ,67.64,171%,
,FALSE,FALSE,,,,,,,,,,,,,Taylor,1992,0.75,20, £	225.00 ,180,800%,
A3,TRUE,FALSE,,,,Italy,,,,Pinot Grigio,12.5,,,,"Tonon, Pinot Grigio Venezia",2013,0.75,5.23, £	11.20 ,8.96,71%,
A1,TRUE,FALSE,,,,Italy,,,White,Pinot Grigio,12,,,,"Tonon, Pinot Grigio Villa Teresa",2013,0.75,4.91, £	9.80 ,7.84,60%,
A6,TRUE,FALSE,,,,Italy,,,White,Sparkling,,,,,"Tonon, Prosecco Frizzante Corda",NV,0.75,10.7391666666666, £	10.50 ,8.4,-22%,To increase price - bought too expensive
,FALSE,FALSE,,,,,,,,,,,,,Tour Du Pin Figeac,2004,0.75,13.5,NA,NA,,
,FALSE,FALSE,,,,,,,,,,,,,Tour Du Pin Figeac,2005,0.75,12.9166666666667, £	40.75 ,32.6,152%,
,FALSE,FALSE,,,,,,,,,,,,,Tour Figeac,2009,0.375,13.96,NA,NA,,
,FALSE,FALSE,,,,,,,,,,,,,Tour Figeac,2008,0.75,16.4583333333333, £	39.70 ,31.76,93%,
,FALSE,FALSE,,,,,,,,,,,,,Tour Figeac,2009,0.75,21.7708333333333,POA,NA,,
,FALSE,FALSE,,,,,,,,,,,,,"Trois Celliers, Cotes du Rhone Sentier des Terroirs",2012,0.75,5.405, £	10.50 ,8.4,55%,
,FALSE,FALSE,,,,,,,,,,,,,Trois Origines,2005,0.75,15.15, £	37.10 ,29.68,96%,
B2,TRUE,FALSE,,,,,,,,,,,12,Wood,Trois Origines,2006,0.75,14.94, £	37.10 ,29.68,99%,
C5,TRUE,FALSE,,,,,,,,,,,12,,Trottevielle,2000,0.75,28, £	69.85 ,55.88,100%,
B9,TRUE,FALSE,,,,,,,Red,Still,,,12,,"Valle Andino Gran Reserva, Cabernet Sauvignon",2008,0.75,6.69, £	14.10 ,11.28,69%,
,FALSE,FALSE,,,,,,,,,,,,,"Valle Andino Gran Reserva, Merlot",2008,0.75,6.98, £	14.10 ,11.28,62%,
A5,TRUE,FALSE,,,,Chile,,,White,Still,,,,,"Valle Andino Reserva Especial, Chardonnay",2012,0.75,5.75, £	11.60 ,9.28,61%,
B10,TRUE,FALSE,,,,,,,,,,,12,,"Valle Andino Reserva Especial, Merlot",2009,0.75,5.6975, £	11.60 ,9.28,63%,
,FALSE,FALSE,,,,,,,,,,,,,"Valle Andino Reserva Especial, Merlot",2011,0.75,5.48416666666667,NA,NA,,
,FALSE,FALSE,,,,,,,,,,,,,"Valle Andino Reserva Especial, Pinot Noir",2010,0.75,6.7358333333333, £	14.10 ,11.28,67%,
B10,TRUE,FALSE,,,,Chile,,,Red,,,,12,,"Valle Andino Reserva Especial, Pinot Noir",2012,0.75,6.71333333333333,NA,NA,,
A5,TRUE,FALSE,,,,Chile,,,White,Still,,,,,"Valle Andino Reserva Especial, Sauvignon Blanc",2009,0.75,6.13666666666667, £	11.60 ,9.28,51%,
,FALSE,FALSE,,,,,,,,,,,,,"Valle Andino Reserva, Cabernet Sauvignon",2012,0.75,4.73333333333333, £	9.80 ,7.84,66%,
,FALSE,FALSE,,,,,,,,,,,,,"Valle Andino Reserva, Carmenere",2008,0.75,6.6, £	9.80 ,7.84,19%,
B10,TRUE,FALSE,,,,,,,,,,,12,,"Valle Andino Reserva, Carmenere",2009,0.75,4.53083333333333, £	9.80 ,7.84,73%,
,FALSE,FALSE,,,,,,,,,,,,,"Valle Andino Reserva, Merlot",2009,0.75,6.1925, £	9.80 ,7.84,27%,
,FALSE,FALSE,,,,,,,,,,,,,"Valle Andino Reserva, Sauvignon Blanc",2009,0.75,6.34,NA,NA,,
A1,TRUE,FALSE,,,,Chile,,,Red,Syrah,,,,,"Valle Andino, Reserva Syrah",2011,0.75,4.67333333333333,NA,NA,,
A2,TRUE,FALSE,,,,France,,,Red,,,,,,"Verne Maziere, Fleurie Madone",2010,0.375,4.68, £	8.35 ,6.68,43%,
,FALSE,FALSE,,,,,,,,,,,,,"Verne Maziere, Fleurie Madone",2009,0.75,7.34, £	13.90 ,11.12,51%,
,FALSE,FALSE,,,,,,,,,,,,,"Verne Maziere, Fleurie Madone",2013,0.75,7.1325,NA,NA,,
A7,TRUE,FALSE,,,,France,,,White,Sparkling,,,,,"Veuve Clicquot, Yellow Label",NV,0.375,15.58, £	23.00 ,18.4,18%,
,FALSE,FALSE,,,,,,,,,,,,,"Veuve Clicquot, Yellow Label",NV,0.75,29.62, £	44.50 ,35.6,20%,
,FALSE,FALSE,,,,,,,,,,,,,"Vignes Tracey, Pouilly Fume",2011,0.75,7.51, £	16.30 ,13.04,74%,
,FALSE,FALSE,,,,,,,,,,,,,Vignol,2009,0.75,5.3, £	10.50 ,8.4,58%,
,FALSE,FALSE,,,,,,,,,,,,,"Villa Teresa, Prosecco Spumante",NV,0.75,5.73, £	11.80 ,9.44,65%,
A3,TRUE,FALSE,,,,France,,,,,,,,,"Villaudiere, Sancerre",2011,0.75,8.06, £	16.30 ,13.04,62%,
A3,TRUE,FALSE,,,,France,,,,,,,,,"Villaudiere, Sancerre",2012,0.75,8.06, £	16.30 ,13.04,62%,
A5,TRUE,FALSE,,,,France,,Cote-d’Or,White,Still,,,,,"Vincent Bouzereau, Meursault",2012,0.75,19.09, £	39.10 ,31.28,64%,
A3,TRUE,FALSE,,,,,,,,,,,,,"Vincent Prunier, Puligny Montrachet Garennes",2009,0.75,18.71, £	39.30 ,31.44,68%,
A5,TRUE,FALSE,,,,France,,,White,Still,,1er Cru Les Frionnes,,,"Vincent Prunier, Saint Aubin Frionnes",2010,0.75,12.73, £	25.80 ,20.64,62%,
,FALSE,FALSE,,,,,,,,,,,,,"Vitalonga, Terra Di Confine",2004,0.75,7.46, £	17.10 ,13.68,83%,
C5,TRUE,FALSE,,,,,,,,,,,24,,Yquem,1995,0.375,65,POA,NA,,
C5,TRUE,FALSE,,,,,,,,,,,12,,Yquem,1995,0.75,105.21,POA,NA,,
